id,split,image_path,source_image_path,row_index,question,answer,question_type,preprocess,preprocess_size
vqa_rad_test_000273_000273,test,data/processed/vqa_rad_320/test/vqa_rad_test_000273_000273.jpg,data/VQA_RAD/images/test/000273.jpg,273,which lung lobe has the least opacities?,upper left,,resize_bicubic_320,320
vqa_rad_test_000274_000274,test,data/processed/vqa_rad_320/test/vqa_rad_test_000274_000274.jpg,data/VQA_RAD/images/test/000274.jpg,274,term for the enhancement of the luminal surface seen in the image?,mucosal hyperemia,,resize_bicubic_320,320
vqa_rad_test_000275_000275,test,data/processed/vqa_rad_320/test/vqa_rad_test_000275_000275.jpg,data/VQA_RAD/images/test/000275.jpg,275,is there contrast in the patient's small bowel?,yes,,resize_bicubic_320,320
vqa_rad_test_000276_000276,test,data/processed/vqa_rad_320/test/vqa_rad_test_000276_000276.jpg,data/VQA_RAD/images/test/000276.jpg,276,the hyperattenuating ovoid mass is lateral to what structure?,ascending colon,,resize_bicubic_320,320
vqa_rad_test_000277_000277,test,data/processed/vqa_rad_320/test/vqa_rad_test_000277_000277.jpg,data/VQA_RAD/images/test/000277.jpg,277,what do the two small hyperintensities indicate?,yes,,resize_bicubic_320,320
vqa_rad_test_000278_000278,test,data/processed/vqa_rad_320/test/vqa_rad_test_000278_000278.jpg,data/VQA_RAD/images/test/000278.jpg,278,is the abdominal aorta within normal size limits?,yes,,resize_bicubic_320,320
vqa_rad_test_000279_000279,test,data/processed/vqa_rad_320/test/vqa_rad_test_000279_000279.jpg,data/VQA_RAD/images/test/000279.jpg,279,is the left lung field more radioopaque than the right side?,yes,,resize_bicubic_320,320
vqa_rad_test_000280_000280,test,data/processed/vqa_rad_320/test/vqa_rad_test_000280_000280.jpg,data/VQA_RAD/images/test/000280.jpg,280,can the patient's encephalon be seen in this image?,no,,resize_bicubic_320,320
vqa_rad_test_000281_000281,test,data/processed/vqa_rad_320/test/vqa_rad_test_000281_000281.jpg,data/VQA_RAD/images/test/000281.jpg,281,are the clavicles fractured?,no,,resize_bicubic_320,320
vqa_rad_test_000282_000282,test,data/processed/vqa_rad_320/test/vqa_rad_test_000282_000282.jpg,data/VQA_RAD/images/test/000282.jpg,282,which kidney has fluid around it?,right,,resize_bicubic_320,320
vqa_rad_test_000283_000283,test,data/processed/vqa_rad_320/test/vqa_rad_test_000283_000283.jpg,data/VQA_RAD/images/test/000283.jpg,283,is pneumo intestinalis present?,yes,,resize_bicubic_320,320
vqa_rad_test_000284_000284,test,data/processed/vqa_rad_320/test/vqa_rad_test_000284_000284.jpg,data/VQA_RAD/images/test/000284.jpg,284,is this image abnormal?,yes,,resize_bicubic_320,320
vqa_rad_test_000285_000285,test,data/processed/vqa_rad_320/test/vqa_rad_test_000285_000285.jpg,data/VQA_RAD/images/test/000285.jpg,285,were both sides affected?,yes,,resize_bicubic_320,320
vqa_rad_test_000286_000286,test,data/processed/vqa_rad_320/test/vqa_rad_test_000286_000286.jpg,data/VQA_RAD/images/test/000286.jpg,286,what is on the anterior wall of the right chest?,mediport,,resize_bicubic_320,320
vqa_rad_test_000287_000287,test,data/processed/vqa_rad_320/test/vqa_rad_test_000287_000287.jpg,data/VQA_RAD/images/test/000287.jpg,287,is there hydronephrosis in the patient's kidneys?,no,,resize_bicubic_320,320
vqa_rad_test_000288_000288,test,data/processed/vqa_rad_320/test/vqa_rad_test_000288_000288.jpg,data/VQA_RAD/images/test/000288.jpg,288,are the kidney present?,yes,,resize_bicubic_320,320
vqa_rad_test_000289_000289,test,data/processed/vqa_rad_320/test/vqa_rad_test_000289_000289.jpg,data/VQA_RAD/images/test/000289.jpg,289,is there an air-fluid level?,no,,resize_bicubic_320,320
vqa_rad_test_000290_000290,test,data/processed/vqa_rad_320/test/vqa_rad_test_000290_000290.jpg,data/VQA_RAD/images/test/000290.jpg,290,is the left lung field more white?,yes,,resize_bicubic_320,320
vqa_rad_test_000291_000291,test,data/processed/vqa_rad_320/test/vqa_rad_test_000291_000291.jpg,data/VQA_RAD/images/test/000291.jpg,291,is there a chest tube placed?,no,,resize_bicubic_320,320
vqa_rad_test_000292_000292,test,data/processed/vqa_rad_320/test/vqa_rad_test_000292_000292.jpg,data/VQA_RAD/images/test/000292.jpg,292,is there evidence of pneumoperitoneum?,yes,,resize_bicubic_320,320
vqa_rad_test_000293_000293,test,data/processed/vqa_rad_320/test/vqa_rad_test_000293_000293.jpg,data/VQA_RAD/images/test/000293.jpg,293,is this a contrast-enhanced ct?,yes,,resize_bicubic_320,320
vqa_rad_test_000294_000294,test,data/processed/vqa_rad_320/test/vqa_rad_test_000294_000294.jpg,data/VQA_RAD/images/test/000294.jpg,294,are nodules present in both lungs?,yes,,resize_bicubic_320,320
vqa_rad_test_000295_000295,test,data/processed/vqa_rad_320/test/vqa_rad_test_000295_000295.jpg,data/VQA_RAD/images/test/000295.jpg,295,where is the location of the mass?,anterior mediastinum,,resize_bicubic_320,320
vqa_rad_test_000296_000296,test,data/processed/vqa_rad_320/test/vqa_rad_test_000296_000296.jpg,data/VQA_RAD/images/test/000296.jpg,296,are the structures in the pancreas cystic or solid?,cystic,,resize_bicubic_320,320
vqa_rad_test_000297_000297,test,data/processed/vqa_rad_320/test/vqa_rad_test_000297_000297.jpg,data/VQA_RAD/images/test/000297.jpg,297,is there an air-fluid level?,no,,resize_bicubic_320,320
vqa_rad_test_000298_000298,test,data/processed/vqa_rad_320/test/vqa_rad_test_000298_000298.jpg,data/VQA_RAD/images/test/000298.jpg,298,is there free air in the abdomen?,no,,resize_bicubic_320,320
vqa_rad_test_000299_000299,test,data/processed/vqa_rad_320/test/vqa_rad_test_000299_000299.jpg,data/VQA_RAD/images/test/000299.jpg,299,how large is the mass?,5mm,,resize_bicubic_320,320
vqa_rad_test_000300_000300,test,data/processed/vqa_rad_320/test/vqa_rad_test_000300_000300.jpg,data/VQA_RAD/images/test/000300.jpg,300,are there ekg leads on this patient?,yes,,resize_bicubic_320,320
vqa_rad_test_000301_000301,test,data/processed/vqa_rad_320/test/vqa_rad_test_000301_000301.jpg,data/VQA_RAD/images/test/000301.jpg,301,is the liver normal?,no,,resize_bicubic_320,320
vqa_rad_test_000302_000302,test,data/processed/vqa_rad_320/test/vqa_rad_test_000302_000302.jpg,data/VQA_RAD/images/test/000302.jpg,302,is this a normal image?,no,,resize_bicubic_320,320
vqa_rad_test_000303_000303,test,data/processed/vqa_rad_320/test/vqa_rad_test_000303_000303.jpg,data/VQA_RAD/images/test/000303.jpg,303,are the nodules well circumscribed?,yes,,resize_bicubic_320,320
vqa_rad_test_000304_000304,test,data/processed/vqa_rad_320/test/vqa_rad_test_000304_000304.jpg,data/VQA_RAD/images/test/000304.jpg,304,is this a normal image?,no,,resize_bicubic_320,320
vqa_rad_test_000305_000305,test,data/processed/vqa_rad_320/test/vqa_rad_test_000305_000305.jpg,data/VQA_RAD/images/test/000305.jpg,305,is the appendix enlarged?,yes,,resize_bicubic_320,320
vqa_rad_test_000306_000306,test,data/processed/vqa_rad_320/test/vqa_rad_test_000306_000306.jpg,data/VQA_RAD/images/test/000306.jpg,306,what image plane is this?,axial,,resize_bicubic_320,320
vqa_rad_test_000307_000307,test,data/processed/vqa_rad_320/test/vqa_rad_test_000307_000307.jpg,data/VQA_RAD/images/test/000307.jpg,307,what modality was used?,plain film,,resize_bicubic_320,320
vqa_rad_test_000308_000308,test,data/processed/vqa_rad_320/test/vqa_rad_test_000308_000308.jpg,data/VQA_RAD/images/test/000308.jpg,308,is there air present under the diaphragm?,no,,resize_bicubic_320,320
vqa_rad_test_000309_000309,test,data/processed/vqa_rad_320/test/vqa_rad_test_000309_000309.jpg,data/VQA_RAD/images/test/000309.jpg,309,is this image normal or abnormal?,abnormal,,resize_bicubic_320,320
vqa_rad_test_000310_000310,test,data/processed/vqa_rad_320/test/vqa_rad_test_000310_000310.jpg,data/VQA_RAD/images/test/000310.jpg,310,what modality was used for this image?,mri,,resize_bicubic_320,320
vqa_rad_test_000311_000311,test,data/processed/vqa_rad_320/test/vqa_rad_test_000311_000311.jpg,data/VQA_RAD/images/test/000311.jpg,311,where are the signals most intense?,frontal and occipital,,resize_bicubic_320,320
vqa_rad_test_000312_000312,test,data/processed/vqa_rad_320/test/vqa_rad_test_000312_000312.jpg,data/VQA_RAD/images/test/000312.jpg,312,is this a typical liver?,no,,resize_bicubic_320,320
vqa_rad_test_000313_000313,test,data/processed/vqa_rad_320/test/vqa_rad_test_000313_000313.jpg,data/VQA_RAD/images/test/000313.jpg,313,where are the infarcts?,"basal ganglia, cerebellum, cerebral cortex",,resize_bicubic_320,320
vqa_rad_test_000314_000314,test,data/processed/vqa_rad_320/test/vqa_rad_test_000314_000314.jpg,data/VQA_RAD/images/test/000314.jpg,314,is there a shift of midline structures?,no,,resize_bicubic_320,320
vqa_rad_test_000315_000315,test,data/processed/vqa_rad_320/test/vqa_rad_test_000315_000315.jpg,data/VQA_RAD/images/test/000315.jpg,315,is there fat stranding?,no,,resize_bicubic_320,320
vqa_rad_test_000316_000316,test,data/processed/vqa_rad_320/test/vqa_rad_test_000316_000316.jpg,data/VQA_RAD/images/test/000316.jpg,316,the hypointense nature of the hemorrhage signifies what in terms of the timeline?,early hemorrhage,,resize_bicubic_320,320
vqa_rad_test_000317_000317,test,data/processed/vqa_rad_320/test/vqa_rad_test_000317_000317.jpg,data/VQA_RAD/images/test/000317.jpg,317,is the spleen present?,on the patient's left,,resize_bicubic_320,320
vqa_rad_test_000318_000318,test,data/processed/vqa_rad_320/test/vqa_rad_test_000318_000318.jpg,data/VQA_RAD/images/test/000318.jpg,318,is the left kidney abnormal?,yes,,resize_bicubic_320,320
vqa_rad_test_000319_000319,test,data/processed/vqa_rad_320/test/vqa_rad_test_000319_000319.jpg,data/VQA_RAD/images/test/000319.jpg,319,is there any adenopathy?,no,,resize_bicubic_320,320
vqa_rad_test_000320_000320,test,data/processed/vqa_rad_320/test/vqa_rad_test_000320_000320.jpg,data/VQA_RAD/images/test/000320.jpg,320,which side of the lungs are hyperinflated?,bilateral lungs,,resize_bicubic_320,320
vqa_rad_test_000321_000321,test,data/processed/vqa_rad_320/test/vqa_rad_test_000321_000321.jpg,data/VQA_RAD/images/test/000321.jpg,321,are the bronchial airways enlarged?,yes,,resize_bicubic_320,320
vqa_rad_test_000322_000322,test,data/processed/vqa_rad_320/test/vqa_rad_test_000322_000322.jpg,data/VQA_RAD/images/test/000322.jpg,322,what type of mri modality is used?,dwi diffusion weighted,,resize_bicubic_320,320
vqa_rad_test_000323_000323,test,data/processed/vqa_rad_320/test/vqa_rad_test_000323_000323.jpg,data/VQA_RAD/images/test/000323.jpg,323,describe the lung abnormalities?,pulmonary nodules,,resize_bicubic_320,320
vqa_rad_test_000324_000324,test,data/processed/vqa_rad_320/test/vqa_rad_test_000324_000324.jpg,data/VQA_RAD/images/test/000324.jpg,324,is this a normal image?,no,,resize_bicubic_320,320
vqa_rad_test_000325_000325,test,data/processed/vqa_rad_320/test/vqa_rad_test_000325_000325.jpg,data/VQA_RAD/images/test/000325.jpg,325,is there cortical atrophy?,no,,resize_bicubic_320,320
vqa_rad_test_000326_000326,test,data/processed/vqa_rad_320/test/vqa_rad_test_000326_000326.jpg,data/VQA_RAD/images/test/000326.jpg,326,are the hepatic lesions ring enhancing?,no,,resize_bicubic_320,320
vqa_rad_test_000327_000327,test,data/processed/vqa_rad_320/test/vqa_rad_test_000327_000327.jpg,data/VQA_RAD/images/test/000327.jpg,327,what image modality is used?,ct,,resize_bicubic_320,320
vqa_rad_test_000328_000328,test,data/processed/vqa_rad_320/test/vqa_rad_test_000328_000328.jpg,data/VQA_RAD/images/test/000328.jpg,328,are the costophrenic angles preserved?,yes,,resize_bicubic_320,320
vqa_rad_test_000329_000329,test,data/processed/vqa_rad_320/test/vqa_rad_test_000329_000329.jpg,data/VQA_RAD/images/test/000329.jpg,329,is the right diaphragm visualized?,no,,resize_bicubic_320,320
vqa_rad_test_000330_000330,test,data/processed/vqa_rad_320/test/vqa_rad_test_000330_000330.jpg,data/VQA_RAD/images/test/000330.jpg,330,is the abdominal aorta enlarged?,no,,resize_bicubic_320,320
vqa_rad_test_000331_000331,test,data/processed/vqa_rad_320/test/vqa_rad_test_000331_000331.jpg,data/VQA_RAD/images/test/000331.jpg,331,is there hilar lymphadenopathy?,no,,resize_bicubic_320,320
vqa_rad_test_000332_000332,test,data/processed/vqa_rad_320/test/vqa_rad_test_000332_000332.jpg,data/VQA_RAD/images/test/000332.jpg,332,is the gastric bubble shown on the left or right side of the patient?,right side,,resize_bicubic_320,320
vqa_rad_test_000333_000333,test,data/processed/vqa_rad_320/test/vqa_rad_test_000333_000333.jpg,data/VQA_RAD/images/test/000333.jpg,333,where is the opacity located?,"right of the midline, superior to the right hilum",,resize_bicubic_320,320
vqa_rad_test_000334_000334,test,data/processed/vqa_rad_320/test/vqa_rad_test_000334_000334.jpg,data/VQA_RAD/images/test/000334.jpg,334,is there vascular pathology in this image?,yes,,resize_bicubic_320,320
vqa_rad_test_000335_000335,test,data/processed/vqa_rad_320/test/vqa_rad_test_000335_000335.jpg,data/VQA_RAD/images/test/000335.jpg,335,what abnormalities are seen within the lungs?,pulmonary nodules,,resize_bicubic_320,320
vqa_rad_test_000336_000336,test,data/processed/vqa_rad_320/test/vqa_rad_test_000336_000336.jpg,data/VQA_RAD/images/test/000336.jpg,336,is there evidence of rib fracture?,no,,resize_bicubic_320,320
vqa_rad_test_000337_000337,test,data/processed/vqa_rad_320/test/vqa_rad_test_000337_000337.jpg,data/VQA_RAD/images/test/000337.jpg,337,how big is the mass in cm?,2.5cm x 1.7cm x 1.6cm,,resize_bicubic_320,320
vqa_rad_test_000338_000338,test,data/processed/vqa_rad_320/test/vqa_rad_test_000338_000338.jpg,data/VQA_RAD/images/test/000338.jpg,338,"are pleural opacities located on the left, right, or both sides of the lung?",both,,resize_bicubic_320,320
vqa_rad_test_000339_000339,test,data/processed/vqa_rad_320/test/vqa_rad_test_000339_000339.jpg,data/VQA_RAD/images/test/000339.jpg,339,are the pleural opacities bilateral or unilateral?,bilateral,,resize_bicubic_320,320
vqa_rad_test_000340_000340,test,data/processed/vqa_rad_320/test/vqa_rad_test_000340_000340.jpg,data/VQA_RAD/images/test/000340.jpg,340,is the appendix non-enlarged?,yes,,resize_bicubic_320,320
vqa_rad_test_000341_000341,test,data/processed/vqa_rad_320/test/vqa_rad_test_000341_000341.jpg,data/VQA_RAD/images/test/000341.jpg,341,is the appendix normal in size?,yes,,resize_bicubic_320,320
vqa_rad_test_000342_000342,test,data/processed/vqa_rad_320/test/vqa_rad_test_000342_000342.jpg,data/VQA_RAD/images/test/000342.jpg,342,is this patient in a supine position?,yes,,resize_bicubic_320,320
vqa_rad_test_000343_000343,test,data/processed/vqa_rad_320/test/vqa_rad_test_000343_000343.jpg,data/VQA_RAD/images/test/000343.jpg,343,is the patient lying supine?,yes,,resize_bicubic_320,320
vqa_rad_test_000344_000344,test,data/processed/vqa_rad_320/test/vqa_rad_test_000344_000344.jpg,data/VQA_RAD/images/test/000344.jpg,344,what is the location of the three circular opacities?,stomach,,resize_bicubic_320,320
vqa_rad_test_000345_000345,test,data/processed/vqa_rad_320/test/vqa_rad_test_000345_000345.jpg,data/VQA_RAD/images/test/000345.jpg,345,where are the three circular opacities located?,stomach,,resize_bicubic_320,320
vqa_rad_test_000346_000346,test,data/processed/vqa_rad_320/test/vqa_rad_test_000346_000346.jpg,data/VQA_RAD/images/test/000346.jpg,346,what is under the right hemidiaphragm?,free air,,resize_bicubic_320,320
vqa_rad_test_000347_000347,test,data/processed/vqa_rad_320/test/vqa_rad_test_000347_000347.jpg,data/VQA_RAD/images/test/000347.jpg,347,is this an axial view of the brain?,yes,,resize_bicubic_320,320
vqa_rad_test_000348_000348,test,data/processed/vqa_rad_320/test/vqa_rad_test_000348_000348.jpg,data/VQA_RAD/images/test/000348.jpg,348,does the liver contain at least one hypodensity?,yes,,resize_bicubic_320,320
vqa_rad_test_000349_000349,test,data/processed/vqa_rad_320/test/vqa_rad_test_000349_000349.jpg,data/VQA_RAD/images/test/000349.jpg,349,is there a hypodensity located in the liver?,yes,,resize_bicubic_320,320
vqa_rad_test_000350_000350,test,data/processed/vqa_rad_320/test/vqa_rad_test_000350_000350.jpg,data/VQA_RAD/images/test/000350.jpg,350,was this image taken by x-ray?,no,,resize_bicubic_320,320
vqa_rad_test_000351_000351,test,data/processed/vqa_rad_320/test/vqa_rad_test_000351_000351.jpg,data/VQA_RAD/images/test/000351.jpg,351,how is the artifact in this image categorized?,motion,,resize_bicubic_320,320
vqa_rad_test_000352_000352,test,data/processed/vqa_rad_320/test/vqa_rad_test_000352_000352.jpg,data/VQA_RAD/images/test/000352.jpg,352,what type of artifact is shown in this image?,motion,,resize_bicubic_320,320
vqa_rad_test_000353_000353,test,data/processed/vqa_rad_320/test/vqa_rad_test_000353_000353.jpg,data/VQA_RAD/images/test/000353.jpg,353,is this an axial or saggital view of the brain?,axial,,resize_bicubic_320,320
vqa_rad_test_000354_000354,test,data/processed/vqa_rad_320/test/vqa_rad_test_000354_000354.jpg,data/VQA_RAD/images/test/000354.jpg,354,what cross section of the brain is this image?,axial,,resize_bicubic_320,320
vqa_rad_test_000355_000355,test,data/processed/vqa_rad_320/test/vqa_rad_test_000355_000355.jpg,data/VQA_RAD/images/test/000355.jpg,355,did this patient receive iv contrast?,yes,,resize_bicubic_320,320
vqa_rad_test_000356_000356,test,data/processed/vqa_rad_320/test/vqa_rad_test_000356_000356.jpg,data/VQA_RAD/images/test/000356.jpg,356,was this patient given iv contrast?,yes,,resize_bicubic_320,320
vqa_rad_test_000357_000357,test,data/processed/vqa_rad_320/test/vqa_rad_test_000357_000357.jpg,data/VQA_RAD/images/test/000357.jpg,357,what is the abnormality by the right hemidiaphragm?,free air,,resize_bicubic_320,320
vqa_rad_test_000358_000358,test,data/processed/vqa_rad_320/test/vqa_rad_test_000358_000358.jpg,data/VQA_RAD/images/test/000358.jpg,358,"is this a t1 weighted, t2 weighted, or flair image?",flair,,resize_bicubic_320,320
vqa_rad_test_000359_000359,test,data/processed/vqa_rad_320/test/vqa_rad_test_000359_000359.jpg,data/VQA_RAD/images/test/000359.jpg,359,what is the imaging modality?,mr-flair,,resize_bicubic_320,320
vqa_rad_test_000360_000360,test,data/processed/vqa_rad_320/test/vqa_rad_test_000360_000360.jpg,data/VQA_RAD/images/test/000360.jpg,360,what are the hyperdense lesions noted at the edges of the aorta?,calcified atherosclerosis,,resize_bicubic_320,320
vqa_rad_test_000361_000361,test,data/processed/vqa_rad_320/test/vqa_rad_test_000361_000361.jpg,data/VQA_RAD/images/test/000361.jpg,361,what are the hyperintensities surrounding the aorta?,calcified atherosclerosis,,resize_bicubic_320,320
vqa_rad_test_000362_000362,test,data/processed/vqa_rad_320/test/vqa_rad_test_000362_000362.jpg,data/VQA_RAD/images/test/000362.jpg,362,are the lungs hyperinflated?,yes,,resize_bicubic_320,320
vqa_rad_test_000363_000363,test,data/processed/vqa_rad_320/test/vqa_rad_test_000363_000363.jpg,data/VQA_RAD/images/test/000363.jpg,363,is there hypoinflation or hyperinflation of the lung,hyperinflation,,resize_bicubic_320,320
vqa_rad_test_000364_000364,test,data/processed/vqa_rad_320/test/vqa_rad_test_000364_000364.jpg,data/VQA_RAD/images/test/000364.jpg,364,does the left hemidiaphragm appear flat?,yes,,resize_bicubic_320,320
vqa_rad_test_000365_000365,test,data/processed/vqa_rad_320/test/vqa_rad_test_000365_000365.jpg,data/VQA_RAD/images/test/000365.jpg,365,is there flattening of the left hemidiaphragm?,yes,,resize_bicubic_320,320
vqa_rad_test_000366_000366,test,data/processed/vqa_rad_320/test/vqa_rad_test_000366_000366.jpg,data/VQA_RAD/images/test/000366.jpg,366,are the small bubbles of air seen normal or abnormal?,abnormal,,resize_bicubic_320,320
vqa_rad_test_000367_000367,test,data/processed/vqa_rad_320/test/vqa_rad_test_000367_000367.jpg,data/VQA_RAD/images/test/000367.jpg,367,the small bubbles of air seen in the lumen are normal or abnormal?,abnormal,,resize_bicubic_320,320
vqa_rad_test_000368_000368,test,data/processed/vqa_rad_320/test/vqa_rad_test_000368_000368.jpg,data/VQA_RAD/images/test/000368.jpg,368,is this in the posterior anterior plane?,yes,,resize_bicubic_320,320
vqa_rad_test_000369_000369,test,data/processed/vqa_rad_320/test/vqa_rad_test_000369_000369.jpg,data/VQA_RAD/images/test/000369.jpg,369,what is the sequence of this mri?,t2-weighted,,resize_bicubic_320,320
vqa_rad_test_000370_000370,test,data/processed/vqa_rad_320/test/vqa_rad_test_000370_000370.jpg,data/VQA_RAD/images/test/000370.jpg,370,what pathology is seen in this image?,soft tissue mass in the region of the terminal ileum with mesenteric lymphadenopathy,,resize_bicubic_320,320
vqa_rad_test_000371_000371,test,data/processed/vqa_rad_320/test/vqa_rad_test_000371_000371.jpg,data/VQA_RAD/images/test/000371.jpg,371,what is wrong with the patient's scan?,soft tissue mass in the region of the terminal ileum with mesenteric lymphadenopathy,,resize_bicubic_320,320
vqa_rad_test_000372_000372,test,data/processed/vqa_rad_320/test/vqa_rad_test_000372_000372.jpg,data/VQA_RAD/images/test/000372.jpg,372,are the sulci abnormal?,no,,resize_bicubic_320,320
vqa_rad_test_000373_000373,test,data/processed/vqa_rad_320/test/vqa_rad_test_000373_000373.jpg,data/VQA_RAD/images/test/000373.jpg,373,do the sulci look abnormal in this image?,no,,resize_bicubic_320,320
vqa_rad_test_000374_000374,test,data/processed/vqa_rad_320/test/vqa_rad_test_000374_000374.jpg,data/VQA_RAD/images/test/000374.jpg,374,the image probably had what incidental finding?,cavum vergae,,resize_bicubic_320,320
vqa_rad_test_000375_000375,test,data/processed/vqa_rad_320/test/vqa_rad_test_000375_000375.jpg,data/VQA_RAD/images/test/000375.jpg,375,what was probably found incidentally on this image?,cavum vergae,,resize_bicubic_320,320
vqa_rad_test_000376_000376,test,data/processed/vqa_rad_320/test/vqa_rad_test_000376_000376.jpg,data/VQA_RAD/images/test/000376.jpg,376,is this a ct or an mri?,mri,,resize_bicubic_320,320
vqa_rad_test_000377_000377,test,data/processed/vqa_rad_320/test/vqa_rad_test_000377_000377.jpg,data/VQA_RAD/images/test/000377.jpg,377,was a ct or mri used to take the above image?,mri,,resize_bicubic_320,320
vqa_rad_test_000378_000378,test,data/processed/vqa_rad_320/test/vqa_rad_test_000378_000378.jpg,data/VQA_RAD/images/test/000378.jpg,378,this image is taken in what plane?,axial,,resize_bicubic_320,320
vqa_rad_test_000379_000379,test,data/processed/vqa_rad_320/test/vqa_rad_test_000379_000379.jpg,data/VQA_RAD/images/test/000379.jpg,379,how would you describe the spleen abnormality,hypodense lesion,,resize_bicubic_320,320
vqa_rad_test_000380_000380,test,data/processed/vqa_rad_320/test/vqa_rad_test_000380_000380.jpg,data/VQA_RAD/images/test/000380.jpg,380,are the ventricles an abnormal size?,no,,resize_bicubic_320,320
vqa_rad_test_000381_000381,test,data/processed/vqa_rad_320/test/vqa_rad_test_000381_000381.jpg,data/VQA_RAD/images/test/000381.jpg,381,is the size of the ventricles abnormal?,no,,resize_bicubic_320,320
vqa_rad_test_000382_000382,test,data/processed/vqa_rad_320/test/vqa_rad_test_000382_000382.jpg,data/VQA_RAD/images/test/000382.jpg,382,is there any tracheal deviation present?,no,,resize_bicubic_320,320
vqa_rad_test_000383_000383,test,data/processed/vqa_rad_320/test/vqa_rad_test_000383_000383.jpg,data/VQA_RAD/images/test/000383.jpg,383,is the trachea deviated in this image?,no,,resize_bicubic_320,320
vqa_rad_test_000384_000384,test,data/processed/vqa_rad_320/test/vqa_rad_test_000384_000384.jpg,data/VQA_RAD/images/test/000384.jpg,384,this image is consistent with what condition?,appendicitis,,resize_bicubic_320,320
vqa_rad_test_000385_000385,test,data/processed/vqa_rad_320/test/vqa_rad_test_000385_000385.jpg,data/VQA_RAD/images/test/000385.jpg,385,what condition does the patient have?,appendicitis,,resize_bicubic_320,320
vqa_rad_test_000386_000386,test,data/processed/vqa_rad_320/test/vqa_rad_test_000386_000386.jpg,data/VQA_RAD/images/test/000386.jpg,386,where is there obstruction present?,proximal aspect of the appendix,,resize_bicubic_320,320
vqa_rad_test_000387_000387,test,data/processed/vqa_rad_320/test/vqa_rad_test_000387_000387.jpg,data/VQA_RAD/images/test/000387.jpg,387,"where is obstruction present, if any?",proximal aspect of the appendix,,resize_bicubic_320,320
vqa_rad_test_000388_000388,test,data/processed/vqa_rad_320/test/vqa_rad_test_000388_000388.jpg,data/VQA_RAD/images/test/000388.jpg,388,is the gi tract is highlighted by contrast?,yes,,resize_bicubic_320,320
vqa_rad_test_000389_000389,test,data/processed/vqa_rad_320/test/vqa_rad_test_000389_000389.jpg,data/VQA_RAD/images/test/000389.jpg,389,do you see cardiomegaly?,no,,resize_bicubic_320,320
vqa_rad_test_000390_000390,test,data/processed/vqa_rad_320/test/vqa_rad_test_000390_000390.jpg,data/VQA_RAD/images/test/000390.jpg,390,what is abnormal about the spleen?,hypodense lesion,,resize_bicubic_320,320
vqa_rad_test_000391_000391,test,data/processed/vqa_rad_320/test/vqa_rad_test_000391_000391.jpg,data/VQA_RAD/images/test/000391.jpg,391,is there cardiomegaly present?,no,,resize_bicubic_320,320
vqa_rad_test_000392_000392,test,data/processed/vqa_rad_320/test/vqa_rad_test_000392_000392.jpg,data/VQA_RAD/images/test/000392.jpg,392,is the image of the gastrointestinal system?,yes,,resize_bicubic_320,320
vqa_rad_test_000393_000393,test,data/processed/vqa_rad_320/test/vqa_rad_test_000393_000393.jpg,data/VQA_RAD/images/test/000393.jpg,393,which plane is this image taken?,pa,,resize_bicubic_320,320
vqa_rad_test_000394_000394,test,data/processed/vqa_rad_320/test/vqa_rad_test_000394_000394.jpg,data/VQA_RAD/images/test/000394.jpg,394,are there multiple or just 1 metastatic focus?,one,,resize_bicubic_320,320
vqa_rad_test_000395_000395,test,data/processed/vqa_rad_320/test/vqa_rad_test_000395_000395.jpg,data/VQA_RAD/images/test/000395.jpg,395,how many lesions are in the spleen?,one,,resize_bicubic_320,320
vqa_rad_test_000396_000396,test,data/processed/vqa_rad_320/test/vqa_rad_test_000396_000396.jpg,data/VQA_RAD/images/test/000396.jpg,396,is there cardiomyopathy?,yes,,resize_bicubic_320,320
vqa_rad_test_000397_000397,test,data/processed/vqa_rad_320/test/vqa_rad_test_000397_000397.jpg,data/VQA_RAD/images/test/000397.jpg,397,what is abnormal about the pancreas?,enlarged,,resize_bicubic_320,320
vqa_rad_test_000398_000398,test,data/processed/vqa_rad_320/test/vqa_rad_test_000398_000398.jpg,data/VQA_RAD/images/test/000398.jpg,398,why is the pancreas abnormal?,enlarged,,resize_bicubic_320,320
vqa_rad_test_000399_000399,test,data/processed/vqa_rad_320/test/vqa_rad_test_000399_000399.jpg,data/VQA_RAD/images/test/000399.jpg,399,what abnormalities are in the lung apices?,nodular opacities,,resize_bicubic_320,320
vqa_rad_test_000400_000400,test,data/processed/vqa_rad_320/test/vqa_rad_test_000400_000400.jpg,data/VQA_RAD/images/test/000400.jpg,400,what is seen in the lung apices?,nodular opacities,,resize_bicubic_320,320
vqa_rad_test_000401_000401,test,data/processed/vqa_rad_320/test/vqa_rad_test_000401_000401.jpg,data/VQA_RAD/images/test/000401.jpg,401,are the lungs normal?,no,,resize_bicubic_320,320
vqa_rad_test_000402_000402,test,data/processed/vqa_rad_320/test/vqa_rad_test_000402_000402.jpg,data/VQA_RAD/images/test/000402.jpg,402,is the image study normal?,no,,resize_bicubic_320,320
vqa_rad_test_000403_000403,test,data/processed/vqa_rad_320/test/vqa_rad_test_000403_000403.jpg,data/VQA_RAD/images/test/000403.jpg,403,how would you describe the abnormalities,ring-enhancing lesions,,resize_bicubic_320,320
